"question_id","question","short_answer","answer_reasoning","pubmed_text","pubmed_id"
"q00000128","In the randomized crossover interaction study, what quantitative changes in repaglinide exposure (AUC0–infinity and Cmax) were observed when repaglinide was administered on day 5 of ketoconazole treatment versus repaglinide alone?","Ketoconazole increased repaglinide mean AUC0–infinity by 15% and mean Cmax by 7% versus repaglinide alone.","The passage states that healthy subjects received repaglinide alone or repaglinide on day 5 of ketoconazole treatment in an open-label randomized crossover design. It then reports that, compared with repaglinide alone, concomitant ketoconazole increased mean AUC0–infinity by 15% and mean Cmax by 7%.","The object of this study was to analyze drug interactions between repaglinide, a short-acting insulin secretagogue, and five other drugs interacting with CYP3A4: ketoconazole, rifampicin, ethinyloestradiol/levonorgestrel (in an oral contraceptive), simvastatin, and nifedipine. In two open-label, two-period, randomized crossover studies, healthy subjects received repaglinide alone, repaglinide on day 5 of ketoconazole treatment, or repaglinide on day 7 of rifampicin treatment. In three open-label, three-period, randomized crossover studies, healthy subjects received 5 days of repaglinide alone; 5 days of ethinyloestradiol/levonorgestrel, simvastatin, or nifedipine alone; or 5 days of repaglinide concomitant with ethinyloestradiol/levonorgestrel, simvastatin, or nifedipine. Compared to administration of repaglinide alone, concomitant ketoconazole increased mean AUC0-infinity for repaglinide by 15% and mean Cmax by 7%. Concomitant rifampicin decreased mean AUC0-infinity for repaglinide by 31% and mean Cmax by 26%. Concomitant treatment with CYP3A4 substrates altered mean AUC0-5 h and mean Cmax for repaglinide by 1% and 17% (ethinyloestradiol/levonorgestrel), 2% and 27% (simvastatin), or 11% and 3% (nifedipine). Profiles of blood glucose concentration following repaglinide dosing were altered by less than 8% by both ketoconazole and rifampicin. In all five studies, most adverse events were related to hypoglycemia, as expected in a normal population given a blood glucose regulator. The safety profile of repaglinide was not altered by pretreatment with ketoconazole or rifampicin or by coadministration with ethinyloestradiol/levonorgestrel. The incidence of adverse events increased with coadministration of simvastatin or nifedipine compared to either repaglinide or simvastatin/nifedipine treatment alone. No clinically relevant pharmacokinetic interactions occurred between repaglinide and the CYP3A4 substrates ethinyloestradiol/levonorgestrel, simvastatin, or nifedipine. The pharmacokinetic profile of repaglinide was altered by administration of potent inhibitors or inducers, such as ketoconazole or rifampicin, but to a lesser degree than expected. These results are probably explained by the metabolic pathway of repaglinide that involves other enzymes than CYP3A4, reflected to some extent by a small change in repaglinide pharmacodynamics. Thus, careful monitoring of blood glucose in repaglinide-treated patients receiving strong inhibitors or inducers of CYP3A4 is recommended, and an increase in repaglinide dose may be necessary. No safety concerns were observed, except a higher incidence in adverse events in patients receiving repaglinide and simvastatin or nifedipine.
Adult
Area Under Curve
Blood Glucose
Carbamates
Cytochrome P-450 CYP3A
Cytochrome P-450 Enzyme System
Drug Interactions
Female
Half-Life
Humans
Hypoglycemic Agents
Ketoconazole
Male
Piperidines
Rifampin
Simvastatin
","Target-12817528"
"q00000129","According to the passage, what specific neurochemical change in Alzheimer’s disease motivated testing and development of nicotine derivatives as potential treatments?","Down-regulation of cholinergic activity in the brain.","The passage states that Alzheimer’s disease is associated with “down-regulation of cholinergic activity in the brain.” It then notes that, consequently, “a variety of nicotine derivatives are being tested and developed for treatment of the disease.”","Nicotine has long been known to interact with nicotinic acetylcholine (ACh) receptors since Langley used it extensively to chart sympathetic ganglia a century ago. It has also been used as an effective insecticide. However, it was not until the 1990s that the significance of nicotine was increasingly recognized from the toxicological, pharmacological, and environmental points of view. This is partly because studies of neuronal nicotinic ACh receptors are rapidly emerging from orphan status, fueled by several lines of research. Since Alzheimer's disease is known to be associated with down-regulation of cholinergic activity in the brain, a variety of nicotine derivatives are being tested and developed for treatment of the disease. Public awareness of the adverse effects of nicotine has reached the highest level recently. Since insect resistance to insecticides is one of the most serious issues in the pest-control arena, it is an urgent requirement to develop new insecticides that act on target sites not shared by the existing insecticides. The neuronal nicotinic ACh receptor is one of them, and new nicotinoids are being developed. Thus, the time is ripe to discuss the mechanism of action of nicotine from a variety of angles, including the molecular, physiological, and behavioral points of view. This Symposium covered a wide area of nicotine studies: genetic, genomic, and functional aspects of nicotinic ACh receptors were studied, as related to anthelmintics and insecticides; interactions between ethanol and nicotine out the ACh receptor were analyzed, in an attempt to explain the well-known heavy drinker-heavy smoker correlation; the mechanisms that underlie the desensitization of ACh receptors were studied as related to nicotine action; selective pharmacological profiles of nicotine, and descriptions of some derivatives were described; and chronic nicotine infusion effects on memory were examined using animal models.
Animals
Anthelmintics
Dose-Response Relationship, Drug
Drug Interactions
Ethanol
Hippocampus
Humans
Insecticides
Memory
Neurons
Nicotine
Receptors, Nicotinic
Up-Regulation
","Target-11006350"
"q00000130","Based on the in vitro IC50 values provided, how much more potent is dorzolamide hydrochloride against human carbonic anhydrase II than against isoenzyme I?","About 3,300-fold more potent (600 nM ÷ 0.18 nM ≈ 3333).","The passage reports IC50 = 0.18 nM for carbonic anhydrase II and 600 nM for isoenzyme I. Potency is inversely related to IC50, so the fold-difference is 600/0.18 ≈ 3333. This indicates markedly greater inhibition of isoenzyme II than isoenzyme I.","Dorzolamide hydrochloride (S,S-5,6-dihydro-4H-4-ethylamino-6-methylthieno [2,3-b]thiopyran-2-sulfonamide-7,7-dioxide HCl; MK-507; L-671,152) is a water-soluble, potent inhibitor of human carbonic anhydrase isoenzymes II and IV in vitro, the respective IC50 values being 0.18 nM and 6.9 nM. In contrast, it was found to be a much weaker inhibitor of human carbonic anhydrase isoenzyme I (IC50 value of 600 nM). The topical administration of one 50 microliters drop of 0.5%, 1% and 2% solutions of dorzolamide maximally lowered the intraocular pressure (IOP) of glaucomatous monkeys by 22%, 30% and 37%, respectively. Good ocular hypotensive activity was also observed in ocular normotensive and hypertensive rabbits. Its site of action was within the eye, and the reductions in IOP in both species was achieved via decreased aqueous humor inflow. The duration of action of 2% dorzolamide was shorter than that of 0.5% timolol in glaucomatous monkeys. The IOP lowering activity of timolol in this paradigm was enhanced by the concomitant instillation of dorzolamide. Both acutely and repeatedly administered 2% dorzolamide did not decrease regional ocular blood flow in the rabbit, and the topical instillation of the drug had no adverse effects on the eye of rabbits, dogs and monkeys. Dorzolamide has been approved in a number of countries for use in patients with ocular hypertension or open-angle glaucoma.
Administration, Topical
Animals
Carbonic Anhydrase Inhibitors
Dogs
Drug Combinations
Drug Evaluation, Preclinical
Glaucoma
Intraocular Pressure
Macaca
Ophthalmic Solutions
Rabbits
Sulfonamides
Thiophenes
Timolol
","Target-8875343"
"q00000131","According to the passage, what is the FDA/European-approved indication and therapeutic role (monotherapy vs adjunctive) for zonisamide (ZNS), and in which patient population?","Adjunctive therapy for partial seizures in adults.","The passage states that regulatory bodies in the USA and Europe approved zonisamide “only as an adjunctive therapy for partial seizures in adults.” This specifies both the seizure type (partial), therapeutic role (adjunctive), and population (adults).","BACKGROUND: Zonisamide (ZNS), a sulphonamide derivative, is a new-generation anticonvulsant with multiple potential mechanisms that contribute to its antiepileptic efficacy and may also explain its as yet incompletely assessed utility for non-seizure disorders such as headaches, neuropathic pain, and weight loss.
OBJECTIVE: A review of the pharmacokinetics, pharmacodynamics, evidence for efficacy in different seizure types and non-seizure conditions, adverse effects, and tolerability of ZNS is presented.
METHODS: A review of all manuscripts published in the English literature on ZNS was performed in preparing this manuscript.
RESULTS/CONCLUSIONS: ZNS has a broad label for use in Japan, while the regulatory bodies in the USA and Europe have approved it for use only as an adjunctive therapy for partial seizures in adults. It has favorable pharmacokinetic characteristics, proven efficacy in seizure disorders, and is well tolerated in long-term use.
Analgesics, Non-Narcotic
Anticonvulsants
Brain Diseases
Clinical Trials as Topic
Epilepsy
Humans
Isoxazoles
Mental Disorders
Treatment Outcome
Zonisamide
","Target-18433351"
"q00000132","In human liver microsomes, what range of inhibition of total eplerenone metabolism is produced by CYP3A-selective inhibitors (ketoconazole, troleandomycin, 6',7'-dihydroxybergamottin) at 10 µM, and what does this imply about the primary metabolizing isozyme?","83–95% inhibition; it implies CYP3A (particularly CYP3A4) is the primary isozyme mediating eplerenone oxidative metabolism.","The passage states that in human microsomes, ketoconazole, troleandomycin, and 6',7'-dihydroxybergamottin at 10 µM inhibited total metabolism by 83–95%, while other isozyme inhibitors had minimal effect. It also notes eplerenone is metabolized by cDNA-expressed human CYP3A4 but only minimally by CYP3A5, supporting CYP3A4 as primary.","In vitro studies were conducted to identify the major metabolites of eplerenone (EP) and the cytochrome p450 (p450) isozymes involved in its primary oxidative metabolism in humans and dogs. The major in vitro metabolites were identified as 6 beta-hydroxy EP and 21-hydroxy EP in both humans and dogs. EP was metabolized by cDNA-expressed human CYP3A4 and dog CYP3A12 but only minimally by human CYP3A5. In human microsomes, inhibition of total metabolism by the CYP3A-selective inhibitors ketoconazole, troleandomycin, and 6',7'-dihydroxybergamottin, each at 10 micro M concentration, was 83 to 95%, whereas inhibition with inhibitors selective for other p450 isozymes was minimal. In dog liver microsomes, the percentages of inhibition were 53 to 76% with the CYP3A-selective inhibitors. A monoclonal anti-CYP3A4 antibody inhibited EP metabolism by 84%, whereas other monoclonal antibodies had minimal effects. The formation of 6 beta-hydroxy and 21-hydroxy metabolites in human liver microsomes was best correlated with CYP3A-selective dextromethorphan N-demethylation and testosterone 6 beta-hydroxylation activities. EP moderately inhibited only CYP3A (testosterone 6 beta-hydroxylase) activity in human liver microsomes by 23, 34 and 45% at concentrations of 30, 100, and 300 micro M, respectively. With human microsomes, the V(max) and K(m) for 6 beta-hydroxylation and 21-hydroxylation were 0.973 nmol/min/mg and 217 micro M, and 0.143 nmol/min/mg and 211 micro M, respectively. The human hepatic clearance calculated from total in vitro EP metabolism was 2.30 ml/min/kg, which agrees with in vivo data. In conclusion, 6 beta- and 21-hydroxylation of EP is primarily catalyzed by CYP3A4 in humans and CYP3A12 in dogs. Also, it is unlikely that EP would substantially inhibit the metabolism of other drugs that are metabolized by CYP3A4 or other p450 isoforms.
Animals
Aryl Hydrocarbon Hydroxylases
Cytochrome P-450 CYP3A
Cytochrome P-450 Enzyme System
Dogs
Eplerenone
Humans
Microsomes, Liver
Oxidoreductases, N-Demethylating
Species Specificity
Spironolactone
","Target-12433801"
"q00000133","In the radiolabeled pharmacokinetic study of a single IV bolus of [(14)C]-palonosetron, what proportion of total plasma radioactivity over 96 hours was attributable to unchanged palonosetron, and what was its mean plasma elimination half-life?","71.9% unchanged palonosetron; mean plasma elimination half-life 37 hours.","The passage states that unchanged palonosetron accounted for 71.9% of total plasma radioactivity over 96 h. It also reports a mean plasma elimination half-life of 37 h for palonosetron.","Palonosetron (Aloxi(R), Onicit(R)) is a potent, single stereoisomeric 5-HT(3) receptor antagonist developed to prevent chemotherapy-induced nausea and vomiting. The pharmacokinetics and metabolic disposition of a single intravenous [(14)C]-palonosetron (10 microg/kg, 0.8 microCi/kg) bolus dose were evaluated in six healthy volunteers (three males, three females) using serial blood, plasma, urine and fecal samples obtained over 10 days. The safety, tolerability and cardiac effects were assessed. Radiolabeled metabolic characterization revealed that unchanged palonosetron accounted for 71.9% of the total radioactivity in plasma over 96 h, with an extensive distribution volume (8.34 l/kg) and mean plasma elimination half-life of 37 h. Approximately 83% of the dose was recovered in urine ( approximately 40% as unchanged drug, with 50% metabolized; M9 and M4 were the major metabolites) and 3.4% in feces. Hydrolysis of urine samples suggests that the metabolites are not beta-glucuronide or sulfate conjugates of the parent drug or metabolites. The blood to plasma concentration ratio of the total radioactivity was 1.2, on average, indicating little selective partitioning in erythrocytes. Palonosetron was generally well tolerated; headache was the most frequently reported adverse event. Electrocardiograms and 72 h Holter monitoring revealed no clinically significant changes. Palonosetron circulates in plasma mainly as the parent drug. Renal elimination is the primary excretion route, with parent drug and metabolites M9 and M4 accounting for the majority of palonosetron disposition. These results indicate that both renal and hepatic routes are involved in the elimination of palonosetron from the body.
Adult
Antiemetics
Area Under Curve
Feces
Female
Half-Life
Humans
Injections, Intravenous
Isoquinolines
Male
Metabolic Clearance Rate
Palonosetron
Quinuclidines
","Target-15378559"
"q00000134","In the mouse ADME study described, how did simultaneous P-gp and BCRP deficiency affect imatinib systemic exposure (AUC) after i.v. versus oral administration, and what was the effect of elacridar/pantoprazole on oral imatinib AUC across genotypes?","Double knockout increased i.v. AUC but not oral AUC; elacridar and pantoprazole increased oral AUC in both wild-type and P-gp/BCRP knockouts.","The passage states that absence of P-gp and BCRP together significantly increased AUC after i.v. dosing, while oral AUC was unaltered. It also reports that elacridar and pantoprazole significantly increased oral imatinib AUC in wild-type mice and also in P-gp/BCRP knockout mice.","Imatinib is transported by P-glycoprotein (P-gp) and Breast Cancer Resistance Protein (BCRP), however, the exact impact of these transporters on absorption, distribution, metabolism and excretion (ADME) of imatinib is not fully understood due to incomplete data. We have performed a comprehensive ADME study of imatinib given as single agent or in combination with the well known BCRP/P-gp inhibitors, elacridar and pantoprazole, in wild-type and P-gp and/or BCRP knockout mice. The absence of P-gp and BCRP together resulted in a significantly higher area under the plasma concentration-time curve (AUC) after i.v. administration, whereas the AUC after oral dosing was unaltered. Both elacridar and pantoprazole significantly increased the AUC of orally administered imatinib in wild-type but also in P-gp/BCRP knockout mice. This lower clearance was not due to a (further) reduction in biliary excretion. Fecal excretion was significantly reduced in P-gp and P-gp/BCRP knockout but not in BCRP knockout mice, whereas the brain penetration was significantly higher in P-gp/BCRP knockout mice compared to single P-gp or BCRP knockout or wild-type mice. In conclusion, P-gp and BCRP have only a modest effect on the ADME of imatinib in comparison to metabolic elimination. P-gp is the most prevalent factor for systemic clearance and limiting the brain penetration. The considerable drug-drug interaction observed with elacridar or pantoprazole is only partly mediated by inhibition of P-gp and BCRP and far more by the inhibition of other elimination pathways.
2-Pyridinylmethylsulfinylbenzimidazoles
ATP Binding Cassette Transporter, Subfamily B
ATP Binding Cassette Transporter, Subfamily G, Member 2
ATP-Binding Cassette Transporters
Absorption
Acridines
Animals
Antineoplastic Agents
Benzamides
Bile
Brain
Drug Combinations
Drug Resistance, Neoplasm
Feces
Female
Imatinib Mesylate
Kidney
Liver
Metabolic Clearance Rate
Mice
Mice, Knockout
Pantoprazole
Piperazines
Protein Kinase Inhibitors
Pyrimidines
Tetrahydroisoquinolines
","Target-18449471"
"q00000135","In the described two-period crossover studies, what were the exact dosing regimens (drug, dose, duration, and coadministration days) for Treatment A and Treatment B in Study I versus Study II?","Treatment A: troglitazone 400 mg (I) or pioglitazone 45 mg (II) daily 24 days + simvastatin 40 mg (I) or 80 mg (II) daily Days 15–24; Treatment B: simvastatin 40 mg (I) or 80 mg (II) daily 10 days.","The passage specifies Treatment A as 24 days of troglitazone 400 mg (Study I) or pioglitazone 45 mg (Study II), with simvastatin coadministered once daily on Days 15–24 at 40 mg (Study I) or 80 mg (Study II). It defines Treatment B as simvastatin monotherapy for 10 days at 40 mg in Study I or 80 mg in Study II.","Two randomized, two-period crossover studies were conducted to evaluate the effects of repeat oral dosing of troglitazone (Study I) and pioglitazone (Study II) on the pharmacokinetics of plasma HMG-CoA reductase inhibitors following multiple oral doses of simvastatin and of simvastatin on the plasma pharmacokinetics of troglitazone (Study I) in healthy subjects. In both studies, each subject received two treatments. Treatment A consisted of once-daily oral doses of troglitazone 400 mg (Study I) or pioglitazone 45 mg (Study II) for 24 days with coadministration of once-daily doses of simvastatin 40 mg (Study I) or 80 mg (Study II) on Days 15 through 24. Treatment B consisted of once-daily oral doses of simvastatin 40 mg (Study I) or 80 mg (Study II) for 10 days. In Study I, the area under the plasma concentration-time profiles (AUC) and maximum plasma concentrations (Cmax) of HMG-CoA reductase inhibitors in subjects who received both troglitazone and simvastatin were decreased modestly (by approximately 30% for Cmax and approximately 40% for AUC), but time to reach Cmax (tmax) did not change, as compared with those who received simvastatin alone. Simvastatin, administered orally as a 40 mg tablet daily for 10 days, did not affect the AUC or tmax (p > 0.5) but caused a small but clinically insignificant increase (approximately 25%) in Cmax for troglitazone. In Study II, pioglitazone, at the highest approved dose for clinical use, did not significantly alter any of the pharmacokinetic parameters (AUC, Cmax, and tmax) of simvastatin HMG-CoA reductase inhibitory activity. For all treatment regimens, side effects were mild and transient, suggesting that coadministration of simvastatin with either troglitazone or pioglitazone was well tolerated. The modest effect of troglitazone on simvastatin pharmacokinetics is in agreement with the suggestion that troglitazone is an inducer of CYP3A. The insignificant effect of simvastatin on troglitazone pharmacokinetics is consistent with the conclusion that simvastatin is not a significant inhibitor for drug-metabolizing enzymes. The lack of pharmacokinetic effect of pioglitazone on simvastatin supports the expectation that this combination may be used safely.
Administration, Oral
Adult
Analysis of Variance
Area Under Curve
Chromans
Confidence Intervals
Cross-Over Studies
Drug Administration Schedule
Drug Interactions
Female
Headache
Humans
Hydroxymethylglutaryl-CoA Reductase Inhibitors
Hypoglycemic Agents
Male
Middle Aged
Pioglitazone
Simvastatin
Thiazoles
Thiazolidinediones
Troglitazone
","Target-11361054"
"q00000136","In the state-dependent block of human cardiac hNav1.5 channels by propafenone, how much faster is propafenone binding to the open state compared with the resting and inactivated states, and what electrophysiological method was used to quantify this?","Open-state binding is ~4000× faster than resting and ~700× faster than inactivated; quantified using whole-cell patch-clamp recordings.","The passage states that propafenone binds rapidly to the open state, occurring approximately 4000 and 700 times faster than binding to resting and inactivated states, respectively. It also specifies that these kinetics were studied using whole-cell patch clamp techniques.","State-dependent blockade of human cardiac hNav1.5 sodium channels by propafenone was studied using whole-cell patch clamp techniques. Both a direct investigation using cells with inactivation-deficient sodium channels and an algorithmic approach used on cells with wild-type channels revealed a rapid binding of propafenone to the open state. This occurs approximately 4000 and 700 times faster than the binding to the resting and inactivated state, respectively. An established mathematical ""gating"" model was modified to represent the experimental data.
Anti-Arrhythmia Agents
Cell Line
Heart
Humans
Kinetics
Models, Biological
Muscle Proteins
Mutagenesis, Site-Directed
NAV1.5 Voltage-Gated Sodium Channel
Patch-Clamp Techniques
Propafenone
Sodium Channel Blockers
Sodium Channels
","Target-16463141"
"q00000137","Based on inhibitor studies in human hepatic microsomes, which cytochrome P450 enzymes/subfamilies were implicated in ondansetron metabolism, and what conclusion was drawn about dominance of any single isoform?","CYP1A2, CYP2D6, and CYP3A were implicated; no single cytochrome P450 isoform dominates ondansetron metabolism.","The passage states that furafylene, quinidine, and ketoconazole inhibition studies confirmed roles for CYP1A2 and CYP2D6 and showed CYP3A involvement. It also concludes multiple P450s contribute to clearance, with none dominating overall metabolism.","Ondansetron is cleared primarily by metabolism in humans, with hydroxylation of the indole moiety in the 7- and 8-positions being the major identified phase I pathways. In vitro studies using lymphoblastoid cell lines expressing single human cytochrome P450 forms and hepatic microsomes were undertaken to investigate the forms involved in the metabolism of ondansetron in humans. The cell lines that expressed CYP1A1, CYP1A2, and CYP2D6 were shown to be capable of metabolizing [14C]ondansetron. Studies with human hepatic microsomes and the specific inhibitors furafylene, quinidine, and ketoconazole confirmed the role of CYP1A2 and CYP2D6 and also demonstrated the involvement of the CYP3A subfamily. The data in this study collectively indicate that multiple cytochrome P450 forms, including CYP1A1, CYP1A2, CYP2D6, and the CYP3A subfamily, are probably involved in the clearance of ondansetron in humans, with no single form of cytochrome P450 dominating the overall metabolism of ondansetron. The role played by CYP2D6 in the metabolism of [14C]ondansetron by human hepatic microsomes in vitro was shown to be minor. This finding is consistent with the lack of bimodality in the clinical pharmacokinetics of ondansetron. It is therefore concluded that ondansetron is metabolized by multiple forms of cytochrome P450, and this limits the likelihood of a clinically relevant interaction with ondansetron by a modulator of a single form of cytochrome P450.
Chromatography, High Pressure Liquid
Cytochrome P-450 Enzyme System
Female
Genetic Engineering
Humans
In Vitro Techniques
Isoenzymes
Male
Microsomes, Liver
Ondansetron
Precursor Cell Lymphoblastic Leukemia-Lymphoma
Serotonin Antagonists
Transfection
Tumor Cells, Cultured
","Target-8591723"
"q00000138","In the PharmGKB summary of cyclosporine and tacrolimus pathways, which specific ATP-binding cassette transporter member and which cytochrome P450 family are explicitly implicated?","ATP Binding Cassette Transporter, Subfamily B, Member 1 (ABCB1) and Cytochrome P-450 CYP3A.","The passage keyword list for the PharmGKB pathway summary includes “ATP Binding Cassette Transporter, Subfamily B, Member 1” and “Cytochrome P-450 CYP3A.” These are the specific transporter and CYP family explicitly named in relation to cyclosporine/tacrolimus pathways.","PharmGKB summary: cyclosporine and tacrolimus pathways.
ATP Binding Cassette Transporter, Subfamily B
ATP Binding Cassette Transporter, Subfamily B, Member 1
Calcineurin
Cyclosporine
Cytochrome P-450 CYP3A
Genetic Variation
Graft Rejection
Humans
Immunosuppressive Agents
MAP Kinase Signaling System
Organ Transplantation
Pharmacogenetics
Polymorphism, Genetic
Tacrolimus
Transforming Growth Factor beta1
","Target-23922006"
"q00000139","In the single-blind randomized multicenter BPH trial, what were the exact fixed doses, timing relative to food, and treatment duration used for the selective vs non-selective alpha1-adrenoceptor antagonists?","Tamsulosin 0.2 mg and terazosin 2 mg, once daily after breakfast for 4 weeks.","The passage states the study compared fixed-dose tamsulosin (0.2 mg) versus terazosin (2 mg). Both drugs were administered once daily after breakfast, and treatment lasted four weeks.","To examine the clinical usefulness of selective and non-selective alpha 1-adrenoceptor antagonists, we compared a selective (tamsulosin) and non-selective (terazosin) alpha 1-adrenoceptor antagonists in the treatment of Chinese patients with benign prostatic hyperplasia (BPH). The study was a single-blind, randomized, multicenter design to compare a fixed dose of tamsulosin (0.2 mg) or terazosin (2 mg) given once daily after breakfast for four weeks. A total of 212 patients were enrolled with 201 patients included in the analysis. The primary variables assessed were changes in total International Prostatic Symptom Score (IPSS), maximum urinary flow rate (Qmax), and average urinary flow rate (AFR) four weeks after dosing. Adverse events were recorded through the treatment period. Both tamsulosin and terazosin produced significant improvements in total IPSS (total score of 11.8 +/- 4.5; decrease in 45.1% and total score of 13.3 +/- 5.3; decrease in 39.0%, respectively) (p < 0.001), Qmax (13.2 +/- 4.1 mL/s, 37.5% increase and 13.6 +/- 3.6 mL/s, 30.8% increase, respectively) (p < 0.001) and AFR (7.7 +/- 3.3 mL/s, 37.5% increase and 7.8 +/- 3.1 mL/s, 25.8% increase, respectively) (p < 0.001) at endpoint. Tamsulosin was superior to terazosin in improvement of total IPSS (p < 0.05) and AFR (p < 0.05). The incidence of adverse events by administration of tamsulosin was less than that by terazosin (13 and 50, respectively; p < 0.01). Among the adverse event, incidence of dizziness (p < 0.001) and hypotension (p < 0.01) by administration of terazosin were significantly greater than that by tamsulosin. Both systolic and diastolic blood pressure of sitting position decreased significantly in patients treated with terazosin (p < 0.01). These results suggest that tamsulosin, a selective alpha 1A-adrenoceptor antagonist, was superior to terazosin, a non-selective alpha 1-adrenoceptor antagonist, in efficacy and adverse events in patients with symptomatic BPH.
Adrenergic alpha-1 Receptor Antagonists
Adrenergic alpha-Antagonists
Aged
Dose-Response Relationship, Drug
Humans
Hypotension
Male
Middle Aged
Prazosin
Prostatic Hyperplasia
Receptors, Adrenergic, alpha-1
Single-Blind Method
Sulfonamides
Tamsulosin
Treatment Outcome
Urinary Bladder Neck Obstruction
","Target-10503165"
"q00000140","In slow acetylators given isoniazid 300 mg daily for 7 days, what were the percent changes in (a) chlorzoxazone clearance during isoniazid and (b) chlorzoxazone clearance 2 days after discontinuation relative to pre-isoniazid?","(a) 58% decrease during isoniazid; (b) 56% increase 2 days after stopping isoniazid.","The passage states isoniazid inhibited chlorzoxazone clearance by 58% based on plasma data. It also reports that two days after discontinuation, chlorzoxazone clearance increased by 56% over the pre-isoniazid value.","We studied the effect of isoniazid administration on the cytochrome P4502E1-catalyzed elimination of chlorzoxazone and acetaminophen. Isoniazid, 300 mg daily, was administered for 7 days to a group of 10 volunteer slow acetylators. Acetaminophen, 500 mg, and chlorzoxazone, 750 mg, were administered on separate occasions before isoniazid, during the period of isoniazid administration, and after the discontinuation of isoniazid. Isoniazid inhibited the clearance of chlorzoxazone by 58%, as assessed from plasma data, and inhibited the formation of acetaminophen thioether metabolites (a measure of the formation of the hepatotoxin N-acetyl-p-benzoquinone imine and catechol oxidative metabolites of acetaminophen, as determined from their recovery in urine, by 63% and 49%, respectively. Two days after the discontinuation of isoniazid, the clearance of chlorzoxazone was increased over the value before isoniazid by 56%. Acetaminophen thioether but not catechol metabolites were increased by 56% 1 day after the discontinuation of isoniazid and had returned to the pre-isoniazid value 3 days after the discontinuation of isoniazid. We conclude that the time course of the interaction with regard to chlorzoxazone elimination and formation is compatible with an inhibition-induction effect of isoniazid on cytochrome P4502E1. The mechanism of this biphasic effect is probably induction by protein stabilization, which results in inhibition of catalytic activity while isoniazid is present.
Acetaminophen
Acetylation
Adult
Chlorzoxazone
Cytochrome P-450 CYP2E1
Cytochrome P-450 Enzyme Inhibitors
Cytochrome P-450 Enzyme System
Enzyme Induction
Female
Humans
Isoniazid
Male
Middle Aged
Oxidoreductases, N-Demethylating
Phenotype
Sulfamethazine
","Target-8354023"
"q00000141","In the 823 Chinese hypertensive patients treated with benazepril 10 mg daily for 15 days, which polymorphism was uniquely associated with both baseline SBP and baseline DBP after covariate adjustment, and what were its reported effect sizes?","MTHFR C677T; SBP β=2.84 (s.e. 1.10), DBP β=2.19 (s.e. 0.65).","The passage states that when MTHFR C677T and MS A2756G were modeled together with covariate adjustment, only MTHFR C677T associated with baseline SBP and DBP. It provides β (s.e.) values of 2.84 (1.10) for SBP and 2.19 (0.65) for DBP.","The development of essential hypertension (EH) and inter-individual differences in response to antihypertensive treatment may partly result from genetic heterogeneity. In this study, we conducted an investigation of the combined effects of 5, 10-methylenetetrahydrofolate reductase (MTHFR) C677T and methionine synthase (MS) A2756G polymorphisms on baseline blood pressure (BP) and BP response to antihypertensive Benazepril treatment in 823 Chinese hypertensive patients with a fixed daily dosage of 10 mg for 15 consecutive days. When MTHFR C677T and MS A2756G polymorphisms were modelled together with adjustment for important covariates, only MTHFR C677T was associated with baseline systolic BP (SBP) (β (s.e.)=2.84 (1.10), P=0.0096) or baseline diastolic BP (DBP) (β (s.e.)=2.19 (0.65), P=0.0008). Modelled together with adjustment for important covariates, MTHFR C677T and MS A2756G polymorphisms were both independently associated with increased DBP response (baseline minus post-treatment) to Benazepril treatment (C677T: β (s.e.)=1.58 (0.76), P=0.038; A2756G: β (s.e.)=2.14 (0.89), P=0.016). Neither polymorphism was associated with SBP response to Benazepril treatment. There were no significant interactions or effect modification between MTHFR C677T and MS A2756G gene polymorphisms in models of baseline SBP, baseline DBP or DBP response to Benazepril treatment. Our results suggest that the effects of MTHFR C677T and MS A2756G gene polymorphisms may have pivotal roles in the aetiology of EH and BP response to Benazepril treatment.
5-Methyltetrahydrofolate-Homocysteine S-Methyltransferase
Antihypertensive Agents
Benzazepines
Blood Pressure
Female
Humans
Hypertension
Male
Methylenetetrahydrofolate Reductase (NADPH2)
Middle Aged
Polymorphism, Genetic
Treatment Outcome
","Target-20445573"
