"question_id","question","short_answer","answer_reasoning","pubmed_text","pubmed_id"
"q00000184","In human liver microsome studies, which kinetic model and parameter estimates best characterize the conversion of lisofylline to pentoxifylline, and what findings indicate that the low-affinity (low-Km) component is not mediated by cytochrome P450 enzymes?","A biphasic model: Km1 0.282 µM/Vmax1 0.003 and Km2 158 µM/Vmax2 0.928; low-Km required NADPH and resisted isozyme-specific inhibitors.","The passage states a biphasic model fit best with Km1 = 0.282 ± 0.135 µM and Vmax1 = 0.003 ± 0.001 nmol/min/mg, and Km2 = 158 ± 42.6 µM and Vmax2 = 0.928 ± 0.308 nmol/min/mg. It further reports that at 200 µM lisofylline the low-Km isoform required NADPH, was not inhibited by any isozyme-specific P450 inhibitor, and was only minimally inhibited by aminobenzotriazole (10%) and N-octamylamine (20%), leading to the conclusion it was not a cytochrome P450.","We describe the kinetics of pentoxifylline formation from lisofylline in human liver microsomes using selective inhibitors of cytochrome P450 isozymes, correlation studies with specific isozyme activities, and cDNA-expressed human CYP1A2 and 2E1. A biphasic model fitted the data best for the formation of pentoxifylline, Km1 = 0.282 +/- 0.135 microM, Vmax1 = 0.003 +/- 0.001 nmol/min/mg protein, Km2 = 158 +/- 42.6 microM and Vmax2 =0.928 +/- 0.308 nmol/min/mg (N = 4). Pentoxifylline formation by the low Km isoform (200 microM lisofylline) required NADPH, was not inhibited by any isozyme-specific P450 inhibitor, and was inhibited only 10% and 20%, respectively, by aminobenzotriazole and N-octamylamine. We concluded that the low Km enzyme was not a cytochrome P450. At 5 microM of lisofylline the CYP1A2 inhibitor, furafylline, inhibited pentoxifylline formation by 58.8%, and the nonspecific CYP2E1 inhibitor, diethyldithiocarbamate, inhibited pentoxifylline formation by 21.7%. When preincubated with furafylline plus diethyldithiocarbamate, inhibition of pentoxifylline formation was increased 71.4%. Microsomal CYP1A2 activity correlated with pentoxifylline formation (r2 = 0.870, p < 0.001). However, CYP2E1 activity did not correlate with pentoxifylline formation (r2 = 0.143, p = 0.181). Baculovirus insect cell expressed human CYP1A2 formed pentoxifylline at 0.987 nmol/min/nmol cytochrome P450 at 5 microM lisofylline. cDNA expressed CYP2E1 did not catalyze formation of pentoxifylline. Diethyldithiocarbamate inhibited pentoxifylline formation by 85.7% in cDNA expressed CYP1A2. We conclude that CYP1A2 is the high affinity enzyme catalyzing pentoxifylline formation from lisofylline.
Cytochrome P-450 CYP1A2
Cytochrome P-450 CYP2E1
Cytochrome P-450 Enzyme Inhibitors
Cytochrome P-450 Enzyme System
DNA, Complementary
Enzyme Inhibitors
Humans
Isoenzymes
Kinetics
Microsomes, Liver
Pentoxifylline
Substrate Specificity
","Target-9394024"
"q00000187","In double-blind controlled trials and comparative studies lasting up to two years, how did topical levobunolol (0.5–1%) compare with placebo and topical timolol in reducing intraocular pressure, and what were the rates of treatment discontinuation due to adverse effects?","It lowered IOP ~30%, was superior to placebo, comparable to timolol, and had ~5% withdrawals—equivalent to timolol.","The passage states levobunolol 0.5–1% reduced intraocular pressures by about 30% over studies up to 2 years and was significantly superior to placebo. It also reports responses comparable to ocular timolol in double-blind controlled trials. Adverse reactions caused ~5% withdrawal, which the passage notes was equivalent to timolol.","Levobunolol is a potent non-selective beta-adrenoceptor blocking agent used for the topical treatment of increased intraocular pressure in patients with chronic open angle glaucoma or ocular hypertension. In comparative studies of up to 2 years' duration levobunolol 0.5 to 1% reduced intraocular pressures by about 30% and adequately controlled intraocular hypertension in 50 to 85% of those treated. These results were significantly superior to those produced by placebo and comparable to the responses achieved with ocular timolol in double-blind controlled trials. Levobunolol has been well tolerated, producing only minor changes in objective and subjective ophthalmic and systemic parameters. Adverse reactions resulted in approximately 5% of patients withdrawing from treatment with levobunolol which was equivalent to that observed with timolol. Thus, ocular levobunolol is a well-tolerated and effective therapy for the management of raised intraocular pressure, and is a suitable alternative to ocular timolol in patients with chronic open angle glaucoma or ocular hypertension.
Adrenergic beta-Antagonists
Animals
Humans
Levobunolol
","Target-2892662"
"q00000197","Which cytotoxic drugs have their ABCB1 (P-glycoprotein)-mediated multidrug resistance effectively reversed by erlotinib, and which drugs do not show resistance reversal (including any for which resistance is increased in K562/MDR cells)?","Suppressed: vincristine, paclitaxel. Not suppressed: mitoxantrone, doxorubicin; mitoxantrone resistance was enhanced in K562/MDR cells.","The passage states erlotinib “effectively suppressed P-glycoprotein-mediated resistance to vincristine and paclitaxel,” but “did not suppress resistance to mitoxantrone and doxorubicin.” It further notes erlotinib “appeared to enhance P-glycoprotein-mediated resistance to mitoxantrone in K562/MDR cells.”","Epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKIs) inhibit the function of certain adenosine triphosphate (ATP)-binding cassette transporters, including P-glycoprotein/ABCB1 and breast cancer resistance protein (BCRP)/ABCG2. We previously reported an antagonistic activity of gefitinib towards BCRP. We have now analyzed the effects of erlotinib, another EGFR-TKI, on P-glycoprotein and BCRP. As with gefitinib, erlotinib effectively reversed BCRP-mediated resistance to SN-38 (7-ethyl-10-hydroxycamptothecin) and mitoxantrone. In contrast, we found that erlotinib effectively suppressed P-glycoprotein-mediated resistance to vincristine and paclitaxel, but did not suppress resistance to mitoxantrone and doxorubicin. Conversely, erlotinib appeared to enhance P-glycoprotein-mediated resistance to mitoxantrone in K562/MDR cells. This bidirectional activity of erlotinib was not observed with verapamil, a typical P-glycoprotein inhibitor. Flow cytometric analysis showed that erlotinib co-treatment restored intracellular accumulation of mitoxantrone in K562 cells expressing BCRP, but not in cells expressing P-glycoprotein. Consistently, erlotinib did not inhibit mitoxantrone efflux in K562/MDR cells although it did vincristine efflux in K562/MDR cells and mitoxantrone efflux in K562/BCRP cells. Intravesicular transport assay showed that erlotinib inhibited both P-glycoprotein-mediated vincristine transport and BCRP-mediated estrone 3-sulfate transport. Intriguingly, Lineweaver-Burk plot suggested that the inhibitory mode of erlotinib was a mixed type for P-glycoprotein-mediated vincristine transport whereas it was a competitive type for BCRP-mediated estrone 3-sulfate transport. Collectively, these observations indicate that the pharmacological activity of erlotinib on P-glycoprotein-mediated drug resistance is dependent upon the transporter substrate. These findings will be useful in understanding the pharmacological interactions of erlotinib used in combinational chemotherapy.
ATP Binding Cassette Transporter, Subfamily B, Member 1
ATP Binding Cassette Transporter, Subfamily G, Member 2
ATP-Binding Cassette Transporters
Carcinoma, Non-Small-Cell Lung
Doxorubicin
Drug Resistance, Multiple
Drug Resistance, Neoplasm
ErbB Receptors
Erlotinib Hydrochloride
Humans
K562 Cells
Lung Neoplasms
Mitoxantrone
Neoplasm Proteins
Paclitaxel
Protein Kinase Inhibitors
Quinazolines
Substrate Specificity
Tumor Cells, Cultured
Vincristine
","Target-19493273"
"q00000201","What experimental findings demonstrate that SV2A is both required and sufficient for levetiracetam (LEV) binding, and which SV2 isoforms do not exhibit LEV binding?","SV2A-knockout mouse brain/synaptic vesicles lose tritiated LEV binding (necessary), while SV2A expression in fibroblasts enables binding (sufficient); SV2B/SV2C don’t bind.","The passage states that membranes/vesicles from mice lacking SV2A do not bind a tritiated LEV derivative, establishing necessity. It also reports that LEV and related compounds bind to SV2A expressed in fibroblasts, establishing sufficiency. It explicitly notes no binding to SV2B or SV2C.","Here, we show that the synaptic vesicle protein SV2A is the brain binding site of levetiracetam (LEV), a new antiepileptic drug with a unique activity profile in animal models of seizure and epilepsy. The LEV-binding site is enriched in synaptic vesicles, and photoaffinity labeling of purified synaptic vesicles confirms that it has an apparent molecular mass of approximately 90 kDa. Brain membranes and purified synaptic vesicles from mice lacking SV2A do not bind a tritiated LEV derivative, indicating that SV2A is necessary for LEV binding. LEV and related compounds bind to SV2A expressed in fibroblasts, indicating that SV2A is sufficient for LEV binding. No binding was observed to the related isoforms SV2B and SV2C. Furthermore, there is a high degree of correlation between binding affinities of a series of LEV derivatives to SV2A in fibroblasts and to the LEV-binding site in brain. Finally, there is a strong correlation between the affinity of a compound for SV2A and its ability to protect against seizures in an audiogenic mouse animal model of epilepsy. These experimental results suggest that SV2A is the binding site of LEV in the brain and that LEV acts by modulating the function of SV2A, supporting previous indications that LEV possesses a mechanism of action distinct from that of other antiepileptic drugs. Further, these results indicate that proteins involved in vesicle exocytosis, and SV2 in particular, are promising targets for the development of new CNS drug therapies.
Animals
Anticonvulsants
Binding Sites
Brain
Fibroblasts
Gene Deletion
Humans
Inhibitory Concentration 50
Intracellular Membranes
Levetiracetam
Membrane Glycoproteins
Mice
Mice, Knockout
Molecular Weight
Nerve Tissue Proteins
Photoaffinity Labels
Piracetam
Precipitin Tests
Protein Binding
Rats
Seizures
Synaptic Vesicles
","Target-15210974"
"q00000193","What inhibition constants (K(i)) obtained from Dixon plot analysis were reported for irinotecan, vincristine, and melphalan in inhibiting hOCT3 (SLC22A3)-mediated uptake of radiolabeled MPP?","Irinotecan 1.72 ± 0.45 µmol/L; vincristine 17 ± 4.81 µmol/L; melphalan 366 ± 51 µmol/L.","The passage states that [(3)H]MPP uptake in hOCT3-expressing RCC lines and hOCT3-transfected CHO cells was inhibited by these three drugs. It then reports K(i) values determined from Dixon plots for irinotecan, vincristine, and melphalan as 1.72 ± 0.45, 17 ± 4.81, and 366 ± 51 µmol/L, respectively.","Renal cell carcinoma (RCC) is usually chemoresistant. This chemoresistance could be overcome if specific cytostatics are applied for which the RCC expresses an uptake transporter. In the present study, we investigated the expression of solute carrier (SLC) transporters in different RCC lines and their ability to interact with chemotherapeutics. We tested five RCC lines for the expression of different SLCs by reverse transcription-PCR and TaqMan real-time PCR. In two of five RCC lines, A498 and 7860, we observed a highly significant expression of SLC22A3 (hOCT3). Uptake of the organic cation [(3)H]MPP (4-methyl-pyridinium iodide) into these cells and also into hOCT3 stably transfected Chinese hamster ovary (CHO) cells was inhibited by irinotecan, vincristine, and melphalan. The K(i) values [determined from Dixon plots] for irinotecan, vincristine, and melphalan were 1.72 +/- 0.45 micromol/L, 17 +/- 4.81 micromol/L, and 366 +/- 51 micromol/L, respectively. Cytotoxic activities of the selected drugs were tested by [(3)H]thymidine incorporation and 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide assays on CHO-hOCT3, A498 (high expression of hOCT3), and ACHN cell lines (low expression of hOCT3). The growth of CHO-hOCT3 was inhibited by 20% more with irinotecan and by 50% more with vincristine compared with nontransfected CHO cells. Melphalan produced 20% to 30% more inhibition in hOCT3-expressing cells compared with nonexpressing control cells. Similar results were obtained for A498 and ACHN cells. Thus, our data support the hypothesis that the sensitivity of tumor cells to chemotherapeutic treatment depends on the expression of transporter proteins mediating specific drug accumulation into target cells.
Animals
Antineoplastic Agents
CHO Cells
Camptothecin
Cell Division
Cell Line, Tumor
Cell Survival
Cricetinae
Cricetulus
DNA Primers
Humans
Irinotecan
Kidney Neoplasms
Melphalan
Organic Cation Transport Proteins
Reverse Transcriptase Polymerase Chain Reaction
Transfection
Vincristine
","Target-19190342"
"q00000205","In human liver microsomes or recombinant enzyme systems, what approximate thalidomide concentration results in 50% inhibition (IC50) of CYP2C19-catalyzed S-mephenytoin 4′-hydroxylation?","Approximately 270 µM thalidomide.","The passage states thalidomide inhibited S-mephenytoin 4′-hydroxylation in recombinant CYP2C19 and human liver microsomes. It specifies the apparent concentration causing 50% inhibition was ~270 µM for CYP2C19.","There is growing clinical interest of thalidomide because of its immunomodulatory and antiangiogenic properties, despite its teratogenicity. However, little information about thalidomide has been reported regarding its precise effects on drug-metabolizing enzymes. We investigated the effects of thalidomide on cytochrome P450 (P450) enzymes in human liver microsomes to clarify the potential for possible drug interactions. Thalidomide inhibited S-mephenytoin 4'-hydroxylation activities of recombinant P450 2C19 and human liver microsomes: the apparent concentration of thalidomide producing 50% inhibition was approximately 270 microM for P450 2C19. Midazolam 4-hydroxylation activities were suppressed by thalidomide, but activities of 1'-hydroxylation and total midazolam oxidation and testosterone 6beta-hydroxylation were enhanced in the presence of thalidomide. Recombinant P450 3A5 was found to have altered kinetics at clinically relevant concentrations of thalidomide (10-30 microM). P450 3A4 was also affected, but only at higher thalidomide concentrations. Enhanced midazolam hydroxylation by thalidomide was also seen in liver microsomal samples harboring the CYP3A5*1 allele. Similarly enhanced rates of cyclosporine A clearance were observed in P450 3A5 and liver microsomes expressing P450 3A5 in the presence of thalidomide. A proposed effector constant for thalidomide corresponded roughly to its clinical plasma levels. Docking studies with a P450 3A5 homology model, based on the published structure of P450 3A4, revealed close interaction between thalidomide and the heme of P450 3A5. The present results suggest that total midazolam metabolism or cyclosporine A clearance may be increased by thalidomide in a dose-dependent manner. Unexpected drug interactions involving thalidomide might occur via heterotropic cooperativity of polymorphic P450 3A5.
Chromatography, High Pressure Liquid
Cyclosporine
Cytochrome P-450 CYP3A
Drug Interactions
Humans
Kinetics
Liver
Midazolam
Thalidomide
","Target-18948377"
"q00000191","What primary outcome measure was used to assess and compare the effectiveness of two strategies for replacing a dopamine agonist with tolcapone in patients with Parkinson’s disease experiencing motor fluctuations?","Change in daily “off” time from baseline to week 10, measured by patient “on-off” diaries.","The METHODS section states the primary end point was the change in daily “off” time from baseline to the end of week 10. It specifies this was assessed using patient “on-off” diaries while patients were switched from dopamine agonists to tolcapone. The endpoint therefore operationalizes motor fluctuation control during the switch strategies.","OBJECTIVE: This study investigated the feasibility, safety, and potential benefit in motor symptom control when switching from a dopamine agonist to tolcapone as an adjunctive therapy in patients with Parkinson's disease with a fluctuating response to levodopa (l-dopa). We determined the efficacy of 2 replacement strategies.
METHODS: In this 10-week, randomized, open-label, stratified, parallel-group trial, 150 patients on a stable regimen of l-dopa/decarboxylase inhibitor in combination with bromocriptine, lisuride, or pergolide were switched to tolcapone. Primary end point was the change in daily ""off"" time from baseline to the end of week 10 as assessed by patient ""on-off"" diaries. Patients had their respective dopamine agonist reduced and finally withdrawn either by day 6 (short-term replacement, n = 72) or by day 23 (long-term replacement, n = 78).
RESULTS: At week 10, a significant reduction from baseline in daily ""off"" time (-15.9 +/- 19.3%; P < 0.001) and a significant increase of ""on"" time (14.6 +/- 19.8%; P < 0.001) were observed. Other efficacy variables (Unified Parkinson's Disease Rating Scale II, III, and IVb and Investigator's Global Assessment scores) improved significantly after switching to tolcapone. In general, there was no significant difference between the 2 replacement strategies. Treatment was better tolerated after the switch to tolcapone according to the IGA of tolerability.
CONCLUSIONS: Tolcapone, in principle, seems to be an alternative adjunct for patients, who fail to receive sufficient benefit from a dopamine agonist, for example, in case they do not tolerate an increase in dose or have unacceptable side effects. The switch from a dopamine agonist to tolcapone can be done safely within a few days.
Aged
Ambulatory Care Facilities
Aromatic Amino Acid Decarboxylase Inhibitors
Benserazide
Benzophenones
Carbidopa
Catechol O-Methyltransferase Inhibitors
Dopamine Agonists
Drug Combinations
Drug Therapy, Combination
Dyskinesias
Enzyme Inhibitors
Feasibility Studies
Female
Humans
Levodopa
Male
Middle Aged
Nitrophenols
Parkinson Disease
Severity of Illness Index
Time Factors
Tolcapone
Treatment Outcome
","Target-20502133"
"q00000203","What is the complete rank order of carvedilol’s binding affinities (including pKi values) across adrenergic receptor subtypes in a single-receptor cell-based binding assay, and which receptor subtype(s) show higher affinity than the β1-adrenergic receptor?","alpha1D (8.9) > alpha1B (8.6) > beta1 (8.4) > beta2 (8.0) > alpha1A (7.9) > alpha2C (5.9) > alpha2B (5.5) > alpha2A (5.3); alpha1D and alpha1B exceeded beta1.","The passage explicitly lists the “affinity rank order and pKi values” of multiple AR subtypes for carvedilol. It also states that alpha1D-AR and alpha1B-AR have higher affinity for carvedilol than beta1-AR, the major heart failure target. Therefore, those two subtypes exceed beta1-AR affinity in the provided rank order.","BACKGROUND: Increasing evidence from clinical trials indicates that carvedilol, an antagonist of alpha1- and beta-adrenergic receptors (ARs), provides an effective treatment for chronic heart failure, whereas nonselective alpha1-AR blockade has an adverse outcome in this disease. It is, however, not clear whether carvedilol exhibits a subtype-dependent impact on three distinct alpha1-adrenergic receptors (alpha1-ARs).
METHODS AND RESULTS: We determined binding properties of human ARs for carvedilol using HEK293 human embryonic kidney cells expressing a single AR subtype. Our results showed that the affinities of alpha1D-AR and alpha1B-AR for carvedilol are higher than that of the beta1-AR subtype, a major target in heart failure treatment. The affinity rank order and pKi values of ARs for carvedilol were as follows: alpha1D-AR (8.9)>alpha1B-AR (8.6)>beta1-AR (8.4)>beta2-AR (8.0)>alpha1A-AR (7.9)?alpha2C-AR (5.9)>alpha2B-AR (5.5)>alpha2A-AR (5.3). Furthermore, temporal kinetics of intracellular calcium signaling mediated via alpha1D- and alpha1B-ARs, but not via alpha1A-AR (P<0.01), showed oscillatory patterns with frequencies ranging from 0.3 to 3 per minute in human smooth muscle and HEK293 cells, which were inhibited by the therapeutic concentrations of carvedilol (10 nM) in a subtype-dependent manner. When oscillatory alpha1B-AR and non-oscillatory alpha1A-AR were co-expressed and heteromer receptors were detected with bioluminescence resonance energy transfer and co-immunoprecipitation, carvedilol suppressed only oscillatory component of global cytosolic free calcium change.
CONCLUSIONS: These results indicate that in addition to beta-ARs, receptor inhibition by carvedilol is directed to alpha1-ARs, preferably to alpha1D- and alpha1B-AR-mediated signaling events, including intracellular calcium oscillations in vascular smooth muscle.
Adrenergic Antagonists
Calcium
Carbazoles
Carvedilol
Cell Line
Humans
Kidney
Mitogen-Activated Protein Kinases
Norepinephrine
Phenylephrine
Propanolamines
Protein Binding
Receptors, Adrenergic, alpha-1
Receptors, Adrenergic, beta
Stimulation, Chemical
","Target-15306222"
"q00000199","In rat liver microsomes following 4 days of intraperitoneal dexamethasone pretreatment, what were the CYP3A-mediated ergotamine metabolite formation rates at low versus high dexamethasone doses, and how did these rates compare with those observed after ergonovine or dihydroergotamine pretreatment?","DM10: 0.385 nM/µg/min; DM100: 0.535 (SE 0.040) nM/µg/min—both higher than other treatments; ergonovine/dihydroergotamine not greater than controls.","The passage reports ET conversion rates of 0.385 and 0.535 nM/µg protein/min in DM10 and DM100 microsomes, respectively, and states these were higher than other treatments. It also notes CYP3A4 induction with ergonovine or dihydroergotamine was not greater than controls.","This study investigated modulation of the cytochrome P450 3A (CYP3A4)-mediated metabolism of ergotamine (ET) by ergonovine and dihydroergotamine. Liver microsomes were prepared from rats treated i.p. for 4 d with: low (10 mM) or high (100 mM) levels of dexamethasone (DM10 and DM100), dihydroergotamine, ergonovine, or control. Cytochrome P450 activity was evaluated using ET and its isomers as substrate. Ergotamine was converted to its metabolites at rates of 0.385 or 0.535 (SE = 0.040) nM/microg protein/min when incubated with liver microsomes from DM10 or DM100 treated rats, respectively. These rates were higher than for rats on other treatments. Induction of CYP34A activity was not greater for ergonovine or dihydroergotamine treatments than for controls. Both ergonovine and dihydroergotamine treatments inhibited in vitro CYP3A4 activity in a dose dependent manner producing quadratic inhibition curves.
Animals
Cytochrome P-450 CYP3A
Cytochrome P-450 Enzyme System
Dihydroergotamine
Dose-Response Relationship, Drug
Ergonovine
Ergot Alkaloids
Infusions, Parenteral
Isomerism
Male
Microsomes, Liver
Rats
Rats, Sprague-Dawley
","Target-12583687"
"q00000202","In a study examining blood–brain barrier transport of Ro 64-0802 (the active form of oseltamivir), how did intracellular accumulation over 10 minutes compare between HEK293 cells expressing OAT3 and mock-transfected HEK293 cells, in quantitative terms?","15 vs 1.2 µL/mg protein/10 min (OAT3-expressing vs mock-transfected), indicating markedly higher accumulation with OAT3.","The passage states Ro 64-0802 is a substrate of OAT3. It reports intracellular accumulation in HEK293 cells expressing OAT3 was 15 µL/mg protein/10 min compared with 1.2 in mock-transfected cells.","[3R,4R,5S]-4-Acetamido-5-amino-3-(1-ethylpropoxy)-1-cyclohexene-1-carboxylate phosphate (Ro 64-0802) is a pharmacologically active form of the anti-influenza virus drug oseltamivir. Abnormal behavior is a suspected adverse effect of oseltamivir on the central nervous system. This study focused on the transport mechanisms of Ro 64-0802 across the blood-brain barrier (BBB). Ro 64-0802 was found to be a substrate of organic anion transporter 3 (OAT3/SLC22A8) and multidrug resistance-associated protein 4 (MRP4/ABCC4). Human embryonic kidney 293 cells expressing OAT3 exhibited a greater intracellular accumulation of Ro 64-0802 than mock-transfected cells (15 versus 1.2 microl/mg protein/10 min, respectively). The efflux of Ro 64-0802 was 3-fold greater when MRP4 was expressed in MDCKII cells and was significantly inhibited by indomethacin. After its microinjection into the cerebrum, the amount of Ro 64-0802 in brain was significantly greater in both Oat3(-/-) mice and Mrp4(-/-) mice compared with the corresponding wild-type mice (0.36 versus 0.080 and 0.32 versus 0.060 nmol at 120 min after injection, respectively). The brain/plasma concentration ratio (K(p,) (brain)) of Ro 64-0802, determined in wild-type mice after subcutaneous continuous infusion for 24 h, was close to the capillary volume (approximately 10 microl/g brain). Although the K(p,) (brain) of Ro 64-0802 was unchanged in Oat3(-/-) mice, it was significantly greater in Mrp4(-/-) mice (41 microl/g of brain). These results suggest that Ro 64-0802 can cross the BBB from the blood, but its brain distribution is limited by its active efflux by Mrp4 and Oat3 across the BBB. The transporter responsible for the brain uptake of Ro 64-0802 remains unknown, but Oat3 is a candidate transporter.
Acetamides
Adhesins, Escherichia coli
Animals
Antiviral Agents
Biological Transport
Blood-Brain Barrier
Brain
Cells, Cultured
Female
Gene Knockout Techniques
Humans
Male
Mice
Multidrug Resistance-Associated Proteins
Organic Anion Transporters, Sodium-Independent
Oseltamivir
Physiological Phenomena
Tissue Distribution
","Target-19029202"
"q00000209","In intrahepatic cholestasis of pregnancy, what competitive effects do progesterone sulfate metabolites have on bile acid regulation at the level of receptors and bile acid transporters, and what downstream change in FXR-mediated gene expression is reported?","They act as partial FXR agonists competitively inhibiting FXR pathways and competitively inhibit NTCP and BSEP, causing loss of FXR target-gene induction in ICP.","The passage states progesterone sulfates function as partial agonists of FXR and competitively inhibit bile acid homeostasis pathways, explaining loss of FXR target-gene induction in ICP. It also states they competitively inhibit biliary influx (NTCP) and efflux (BSEP) transport proteins, worsening hypercholanaemia/cholestasis.","Sulfated progesterone metabolites rise 100-fold in the third trimester of human pregnancy and have been shown to be elevated further in the gestational disorder intrahepatic cholestasis of pregnancy (ICP). Typical concentrations of progesterone sulfates range from 1 to 10 µmol/L in an uncomplicated pregnancy and rise to approximately 40 µmol/L in ICP. At this level they can influence bile acid and lipid metabolism. Studies using human and rodent specimens have shown that sulfated metabolites of progesterone competitively inhibit bile acid homeostasis pathways by functioning as partial agonists of farnesoid X receptor (FXR). This explains the loss of induction of FXR target genes in ICP, and may explain susceptibility to hypercholanaemia and dyslipidaemia in the second half of human pregnancy. Furthermore, progesterone sulfates are competitive inhibitors of biliary influx (NTCP) and efflux (BSEP) transport proteins, actions likely to further exacerbate hypercholanaemia and cholestasis.
ATP Binding Cassette Transporter, Subfamily B, Member 11
ATP-Binding Cassette Transporters
Bile Acids and Salts
Cholestasis, Intrahepatic
Cholic Acids
Female
Homeostasis
Humans
Organic Anion Transporters, Sodium-Dependent
Pregnancy
Pregnancy Complications
Pregnanolone
Progesterone
Receptors, Cytoplasmic and Nuclear
Symporters
","Target-26045261"
"q00000196","In research on indomethacin transport in liver cells, what uptake mechanisms have been identified in primary cultured rat hepatocytes, and does expression of bile acid or organic anion uptake transporters in a transfected cell model increase indomethacin uptake?","Hepatocyte uptake was via both Na+-dependent and Na+-independent active transport; neither transfected COS-7 cell line increased indomethacin uptake.","The RESULTS state indomethacin uptake into rat hepatocytes was mediated by Na+-dependent and independent active transport systems. The same section notes neither of the COS-7 transfectants (NTCP or OATP1) stimulated uptake.","PURPOSE: The biliary excreted amount of indomethacin and its glucuronide is related to the intestinal toxicity of this drug. In the present study, we investigated the hepatobiliary transport of indomethacin.
METHODS: The uptake of indomethacin into primary cultured rat hepatocytes and COS-7 cells transfected with cDNA encoding sodium taurocholate co-transporting polypeptide or organic anion transporting polypeptide 1 was examined. Moreover, we compared the biliary excretion of indomethacin and its glucuronide between Sprague-Dawley (SD) rats and Eisai hyperbilirubinemic rats (EHBR) whose canalicular multispecific organic anion transporter/multidrug resistance associated protein 2 (cMOAT/MRP2) function is hereditarily defective.
RESULTS: The uptake of indomethacin into rat hepatocytes was mediated by Na+-dependent and independent active transport systems. Neither transfectant stimulated the uptake of indomethacin. After intravenous infusion of indomethacin to SD rats, the biliary excretion of indomethacin glucuronide exceeded that of indomethacin. The indomethacin transport clearance across the bile canalicular membrane was comparable between SD rats and EHBR, whereas the corresponding value for indomethacin glucuronide in EHBR was approximately 50% that in SD rats.
CONCLUSIONS: These results indicate that another transporter(s) is involved in the hepatic uptake of indomethacin and the canalicular transport of indomethacin glucuronide is mediated by cMOAT/MRP2 whereas that of indomethacin is not mediated by cMOAT/MRP2.
Animals
Anti-Inflammatory Agents, Non-Steroidal
Biliary Tract
COS Cells
Indomethacin
Liver
Male
Rats
Rats, Sprague-Dawley
Sodium
","Target-10870987"
"q00000212","In cultured hippocampal neurons held at −60 mV, what are memantine’s IC50 values for inhibiting Ca2+-conducting α7* nicotinic acetylcholine receptors compared with NMDA receptors, and which receptor type does it inhibit more potently?","IC(50) 0.34 µM for α7* nAChRs and 5.1 µM for NMDA receptors; α7* nAChRs were more potently inhibited.","The passage states memantine reduced currents evoked by α7* nAChR-selective choline and by NMDA+glycine. At −60 mV, it reports IC(50)=0.34 µM for α7* nAChRs and 5.1 µM for NMDA receptors, concluding greater potency at α7* nAChRs.","The N-methyl-d-aspartate (NMDA) receptor antagonist memantine is an approved drug for treatment of Alzheimer's disease (AD). Other such treatments are cholinesterase inhibitors and nicotinic acetylcholine receptor (nAChR)-sensitizing agents such as galantamine. The present study was designed to test whether memantine exerts any effect on the cholinergic system, in particular the Ca(2+)-conducting alpha7(*) nAChR, in cultured hippocampal neurons. Memantine caused a concentration-dependent reduction of the amplitudes of whole-cell currents evoked by the alpha7(*) nAChR-selective agonist choline (10 mM) or by N-methyl-d-aspartate (NMDA) (50 muM) plus glycine (10 muM). It also inhibited tonically activated NMDA receptors. Memantine was more potent in inhibiting alpha7(*) nAChRs than NMDA receptors; at -60 mV, the IC(50) values for memantine were 0.34 and 5.1 muM, respectively. Consistent with an open-channel blocking mechanism, memantine-induced NMDA receptor inhibition was voltage and use-dependent; the Hill coefficient (n(H)) was approximately 1. Memantine-induced alpha7(*) nAChR inhibition had an n(H) < 1 and showed a variable voltage dependence; the effect was voltage-independent at 0.1 muM, becoming voltage-dependent at >/=1 muM. Thus, memantine interacts with more than one class of sites on the alpha7(*) nAChRs. One is voltage-sensitive and therefore likely to be within the receptor channel. The other is voltage-insensitive and therefore likely to be in the extracellular domain of the receptor. It is suggested that blockade of alpha7(*) nAChRs by memantine could decrease its effectiveness for treatment of AD, particularly at early stages when the degrees of nAChR dysfunction and of cognitive decline correlate well.
Animals
Dose-Response Relationship, Drug
Excitatory Amino Acid Antagonists
Hippocampus
Memantine
Membrane Potentials
Nicotinic Antagonists
Rats
Rats, Sprague-Dawley
Receptors, N-Methyl-D-Aspartate
Receptors, Nicotinic
alpha7 Nicotinic Acetylcholine Receptor
","Target-15522999"
